id,dG_separated,L_RMSD,L_RMSD_best,dSASA
6543,-7.732381904602789,81.31089306623711,29.66475752184659,402.69693270162156
6545,-7.189938144149437,79.21040428755431,33.264851567055636,435.29017302370687
6553,-7.8328215484393695,83.0249350390898,31.652127226180525,577.226103503908
6574,-5.1803020713941805,77.46651877805633,35.747575643318314,283.32516178252627
6561,-8.245699575614253,85.11736998746471,21.071505161241156,644.6818379704652
6621,-6.198843454866164,85.96372796921017,27.86056753969031,548.5072614106832
6666,-5.870354546675571,84.80331587423268,25.984695028301086,414.0097457910473
6668,-5.363439888134508,82.7961927130336,24.38565806463463,376.4748345239974
6677,-6.2796273493363515,80.11168960636633,22.91969853738212,722.2283370122774
6693,-7.397891721442193,87.44476305359085,30.340447916787795,446.5862076812568
6701,-6.10012940169554,85.5941576890193,28.7085061641803,500.1886200421665
6695,-7.112782468474961,92.06922146451213,28.052739139007475,1029.1762432108471
6728,-5.398249490793205,85.06198657589403,32.48502899127495,444.07827038738674
6813,-6.018687506574224,90.27184450989613,19.331219592778634,589.6374811236713
6822,-12.779226225870843,83.57213946534324,32.63905708245049,853.186348179925
6853,-12.38700615007383,89.6827035024368,26.006498557269698,810.4181796275442
6865,-6.088842780015966,77.78770161870058,44.8107967215404,507.49638343343696
6861,-5.372473574552714,88.48506057108276,27.260921882043817,858.6777590541736
6872,-7.417427913509528,82.09594338396096,30.08474071039568,458.8270472405529
6898,-5.817389778595043,77.06696012215592,38.79333509348019,386.1607757970163
6965,-9.799012743520962,88.50671058110767,22.977054843403486,869.4170879794691
6991,-8.156969106435554,89.89371584393831,25.710129423437685,593.3786758240194
7023,-10.329354927037457,78.46633598776398,34.69062699060915,758.9717530990761
7030,-5.989521094522843,87.52511201794604,27.012373109687456,584.1704350457809
7091,-9.609559773919955,84.74597998339387,31.807846855647057,804.7192995258569
7104,-6.6573955394319455,82.2846184638658,31.860904299947585,753.6334114787372
7112,-5.337200780974854,86.73229789796957,30.51535235584761,577.5361282781945
7155,-7.434387228090145,88.77199422116175,26.039729220098952,716.782149558203
7154,-5.075637880171598,89.83912827466732,29.756931893134084,546.330766020276
7195,-8.971423894603959,91.68270169654629,19.07550651192032,840.7308253656148
7226,-6.287436890688241,81.87373936778191,40.1357720994866,529.0394865970312
7283,-5.608934437670541,87.09375227958056,25.295735486981197,406.31347986530193
7292,-5.058622329409445,90.5049846820452,23.696542589116547,346.6203105650092
7298,-5.483336152827178,89.11720640320567,19.288824891302248,469.2409226809748
7300,-7.5272664142862595,77.90786156189368,33.299179872169404,458.17633419627714
7302,-6.628382480454093,81.27869954312938,38.37030944072491,416.0026790862579
7320,-5.903873263961032,88.17243414693544,23.06339451841764,561.1894986163178
7325,-7.18125758007136,91.42501177777957,26.14893814955961,799.9210481032931
7330,-8.631521096426695,84.84042522069488,30.587861562876206,1195.336575763859
7351,-5.4672675126812464,85.77184400423096,25.149210859484178,526.9947209015459
7379,-8.939742296407985,88.03672937656627,29.250300316562925,774.3811487096506
7417,-5.946598504347094,81.20232362458096,30.740343382533286,592.1791924778222
7471,-6.889085930737565,81.96963539147204,28.97061886977503,684.6679749662236
7482,-9.220266795869975,98.82596507784899,26.68434315000312,1101.1598582062877
7512,-5.608576866656676,87.55288649449206,26.147151569544302,482.75668259524866
7544,-5.397043347501494,93.31702338510316,25.4935891116182,601.5264235206707
